A00-1001	187
W12-2033	16512;16511;16510;16509;16508;4275;5286
W12-2034	15410;561
W12-2035	16513;14994;14843;8952;1263;1169
W12-2036	16514;9267
W12-2037	8013;1442
W12-2038	16516;16515;1869
W12-2039	16517;10481
W12-2101	12036;7731
W12-2102	16519;16518;159
W12-2103	16520;14978
W12-2104	16525;16524;16523;16522;16521;1603
W12-2105	14803;5384;14225;6707;12959
W12-2106	16527;16526;3892
W12-2107	16528;15436;7727;6881
W12-2108	16530;16529;8873;568;5392
W12-2109	13560;12396;989
W12-2201	16534;16533;16532;16531;6399
W12-2202	16535;7083
W12-2203	7531;13631
W12-2204	16537;16536;12169;7083
W12-2205	16538;14314;11446;8293;3329
W12-2206	16539;8239;6449
W12-2207	16540;5517
W12-2208	16543;16542;16541;2407
W12-2301	16545;16544;3005
W12-2302	16546;13558;5537
W12-2303	11949;2688
W12-2304	16549;16548;16547
W12-2305	965
W12-2306	16550;3226
W12-2307	13861
W12-2308	16553;16552;16551;1009
W12-2309	12113
W12-2401	15178;6881
W12-2402	16554;1442
W12-2403	16556;16555;3073;2855
W12-2404	16558;16557;2407
W12-2405	16559;7806;1060;2019
W12-2406	16560;1442
W12-2407	10545;1191;11145
W12-2408	16563;16562;16561;2303
W12-2409	10491;1913;7208
W12-2410	16564;12355;10762;6090;2733;12356;202;7115
W12-2411	16565;11936
W12-2412	10762;12287;6090;4104;202
W12-2413	16569;16568;16567;16566;3073;2855
W12-2414	16570;11376;1812;8238
W12-2415	16574;16573;16572;16571;5457
W12-2416	16578;16577;16576;16575;14896;1191
W12-2417	16582;16581;16580;16579;5457
W12-2418	16584;16583;14772;265;14989
W12-2419	16587;16586;16585;14783;1442
W12-2420	11118;8573
W12-2421	16589;16588;6756;4101
W12-2422	16590;7660;9535
W12-2423	14859;16591;8843;11832
W12-2424	6403;5304
W12-2425	4104;11205
W12-2426	16593;16592;3115
W12-2427	16595;16594;14600;11680
W12-2428	16600;16598;16596;16597;16599
W12-2429	13142;6591;7792
W12-2430	11205;4104
W12-2501	16602;16601;5736
W12-2502	16603;3835
W12-2503	16604;3835
W12-2504	16605;11446;3329
W12-2505	16608;16607;16606
W12-2506	16609
W12-2507	16610
W12-2508	16611
W12-2509	16613;16612;13560
W12-2510	14793;7617
W12-2511	16614;14891;11292
W12-2512	16615
W12-2513	16617;16616;11350;6707
W12-2514	6947
W12-2601	6186;1483;1666;5865
W12-2602	5740;1026;5899
W12-2603	7778;11120
W12-2604	16618;5723;6368;9375
W12-2605	16619;8544;2816
W12-2606	16621;16620;4322
W12-2701	16622;15539;144
W12-2702	16624;16623;7328
W12-2703	16625;11835;273;12161
W12-2704	16626;9415
W12-2705	16627;4451
W12-2706	16629;16628;13610;1216
W12-2707	14189;4060;1979
W12-2801	16636;16635;16634;16633;16632;16631;16630;5736
W12-2802	16639;16638;16637;7006
W12-2901	16642;16641;16640
W12-2902	16645;16644;16643;1055
W12-2903	7727;5545
W12-2904	16647;16646;8646;15625;15529
W12-2905	16649;16648
W12-2906	7628;2954;2878
W12-2907	16653;16652;16651;16650;7018
W12-2908	16655;16654;9520
W12-2909	13826;3487
W12-2910	16656;768;7083
W12-3101	4954
W12-3102	989;4247;5625;12126;7689;7708
W12-3103	13104;2181
W12-3104	1222;4414;2411
W12-3105	16657;9866;9571;15600
W12-3106	6550
W12-3107	8679;5147
W12-3108	9483
W12-3109	16658
W12-3110	16659;7708
W12-3111	16661;16660;1068
W12-3112	16662;13487;5970
W12-3113	16664;16663;10289
W12-3114	10531;8600
W12-3115	16665;10429;6466
W12-3116	6550
W12-3117	16669;16668;16667;16666;2412;8626
W12-3118	7689;347;14578
W12-3119	16670;9322
W12-3120	16672;16671;15638
W12-3121	7689;14003
W12-3122	11993;5854;2265
W12-3123	16673
W12-3124	6977;3199;3927;4713;15444;15484;5279;5893;10972;11302
W12-3125	1281;5634;6664
W12-3126	10470;839
W12-3127	12396;989;4954
W12-3128	11907;14493;12482;12888
W12-3129	16674;13815;8948
W12-3130	16676;16675;9571
W12-3131	13227;10010;4584
W12-3132	16681;16680;16679;16678;16677;12124
W12-3133	16685;16684;16683;16682;10525;10042
W12-3134	9896;15444;12396;12126;989
W12-3135	2693
W12-3136	16686;13456;8602;15124
W12-3137	16687;13546;5893;15570;15484
W12-3138	11764;16688;2266
W12-3139	4247;3012
W12-3140	15570;15539;15484;13546;11887;10044;8631;7381;5926;941;144;10595;1562
W12-3141	16691;16690;16689;15605;15539;15638;11887;144;9465
W12-3142	16693;16692;5615
W12-3143	16694
W12-3144	16695;8631;5926;9317;13922;10044
W12-3145	10801;10892;14854;7174
W12-3146	16697;16696;15586
W12-3147	16699;16698;15602;7328;4515
W12-3148	16702;16701;16700;15612;9571
W12-3149	8575
W12-3150	14595;4247
W12-3151	9263
W12-3152	12126;989;6164
W12-3153	16704;16703;6857
W12-3154	3012;4247
W12-3155	16705;587;1126;2265
W12-3156	1044;7556
W12-3157	14615;5893
W12-3158	14615;3543;6664
W12-3159	11512;2564
W12-3160	9814
W12-3201	6676;14750
W12-3202	16706;3835;15093
W12-3203	16707;7626;7617
W12-3204	14537;3835
W12-3205	8756;3812
W12-3206	16708;10913;8907
W12-3207	1687
W12-3208	16709;6976
W12-3209	13078;3892
W12-3210	10913;6751;6059
W12-3211	16710;6059;6751
W12-3212	16711;10913
W12-3213	16712;13078
W12-3301	6709;14885;8584
W12-3302	12131
W12-3303	16714;16713;1646;1240
W12-3304	16715;11417
W12-3305	14395
W12-3306	16716
W12-3307	16717;619
W12-3308	16718;2792;2099
W12-3309	16719
W12-3310	16720
W12-3311	6709
W12-3312	16723;16722;16721;9850;13132
W12-3401	13505;11461
W12-3402	8552
W12-3403	16725;16724;14891
W12-3404	16727;16726
W12-3405	8552;13508
W12-3406	16729;16728;10758
W12-3407	16732;16731;16730;11410;2786
W12-3408	16733;10872;4591
W12-3409	16734;10953
W12-3410	16736;16735;13432
W12-3411	13150;6285;1338
W12-3412	4591;2256;5829;12009
W12-3501	16741;16740;16739;16738;16737
W12-3502	16743;16742;10672;3815
W12-3503	14630;11857
W12-3504	16744;16745;14696
W12-3505	16748;16747;16746
W12-3506	16750;16749;1757;9796;8460;1632
W12-3507	16752;16751
W12-3701	5490
W12-3702	15336
W12-3703	16755;16754;16753;5612
W12-3704	16760;16759;16758;16757;16756;11139
W12-3705	14747;10267;14891
W12-3706	16763;16762;16761
W12-3707	16764;9737
W12-3708	16765;3628
W12-3709	12984;11120
W12-3710	16769;16768;16767;16766
W12-3711	13390;3594;11048
W12-3712	16770;4641
W12-3713	15202;201
W12-3714	16771;10867;254;5602
W12-3715	16772;11162
W12-3716	10861;6773
W12-3717	16773;6976;7660
W12-3801	16779;16778;16777;16776;16775;16774;159
W12-3802	16782;16781;16780;538;306
W12-3803	16787;16786;16785;16784;16783;159
W12-3804	8529;6751
W12-3805	16788;5524;14602
W12-3806	12287;10762;6090;202;8313
W12-3807	12131;6453;4722;1955;6707;680;14891;8448
W12-3808	16789;201
W12-3809	16791;16790;15282;4639;11542
W12-3810	13166;15336;3539
W12-3901	10979;8508;8018
W12-3902	16793;16792;11139
W12-3903	16796;16795;16794
W12-3904	16798;16797;11108;6709;8567;8584
W12-4001	16801;16800;16799
W12-4002	5137;6709
W12-4003	16802;8727;7227;8773
W12-4004	9087
W12-4005	16807;16806;16805;16804;16803
W12-4006	16808;9616;5075
W12-4101	16810;16809
W12-4102	6676;3156;14750
W12-4103	16811;10309;6862
W12-4104	5526;1442
W12-4105	16812;15133
W12-4106	16813
W12-4107	4344
W12-4108	16815;16814;9358
W12-4201	16817;16816;9465;15638;15605
W12-4202	8687;6166;7567
W12-4203	16818;729
W12-4204	16819;8948
W12-4205	16821;16820;15586;12124
W12-4206	13815;8948
W12-4207	16822;7874;12416;2009;8315;5767
W12-4208	14963;729
W12-4209	16823;4221
W12-4210	16824;2266;904
W12-4211	16825;12257
W12-4212	16831;16830;16829;16828;16827;16826;10827;4250;10324
W12-4213	7972;7874;5767
W12-4301	16832;662
W12-4302	16833;12379
W12-4303	14778;8130
W12-4304	6090;10762;8313;202
W12-4305	16834;12379;4792;202;14007;8181
W12-4306	16835;12379
W12-4401	9297;4748;10269;13801
W12-4402	9297;4748;10269;13801
W12-4403	5720;5147
W12-4404	3026;7370
W12-4405	16836;7561
W12-4406	2333;11573;7894
W12-4407	16838;16837;9334
W12-4408	16839;11204;8289
W12-4409	16840
W12-4410	15426;7626;11588
W12-4411	16841;4287;4786
W12-4412	16843;16842;13805;13589;3438
W12-4501	9314;6579;5674;9021;8405
W12-4502	16845;16844;13315
W12-4503	16846;9845
W12-4504	11487;5900
W12-4505	16849;16848;16847;6016
W12-4506	12427;4900
W12-4507	16854;16853;16852;16851;16850;14658;8698;13130
W12-4508	16855;11913;12391
W12-4509	16859;16858;16857;16856;14696
W12-4510	16860;14683;9322
W12-4511	16862;16861;13085;7833;13059
W12-4512	16868;16867;16866;16865;16863;16864;9012;14620
W12-4513	11480;15223;7009;7128;6980
W12-4514	16869;9322
W12-4515	8405;5674;6516
W12-4516	4743
W12-6201	16871;16870
W12-6202	2688;10090
W12-6203	7404;318
W12-6204	16872
W12-6205	16873
W12-6206	16875;16874;289;10090
W12-6207	16876;4221
W12-6208	16879;16878;16877
W12-6209	12520
W12-6210	16880;14336;9147
W12-6211	16882;16881;6156;2786;1073
W12-6212	5327;10090;13709
W12-6213	16883;10090
W12-6214	16886;16885;16884;7144
W12-6215	2301
W12-6216	2812
W12-6217	16888;16887;1068
W12-6218	9147;6468;8616
W12-6219	16889;9565;14824
W90-0101	5353;8573;9085
W90-0102	7463;7221
W90-0103	8718
W90-0104	6793
W90-0105	8713;461
W90-0106	1605
W90-0107	431;5139
W90-0108	461
W90-0109	5457
W90-0110	5321
W90-0111	6314;1120
W90-0112	6707
W90-0113	8909
W90-0114	2874
W90-0115	5629;1016;5353
W90-0116	7529
W90-0117	14986
W90-0118	7923
W90-0119	15396;1440
W90-0120	1789;5947
W90-0121	9411
W90-0122	2258
W90-0123	3775;8731
W90-0124	6315;7815
W90-0125	358;7764;8756
W91-0101	3997
W91-0102	5207;7091
W91-0103	14730
W91-0104	2037
W91-0105	14010
W91-0106	5362
W91-0107	2262
W91-0108	8179
W91-0109	431;5139;5222;6836
W91-0110	9239
W91-0111	3151
W91-0112	7838
W91-0113	674
W91-0114	431;5139
W91-0115	3627
W91-0116	6032
W91-0201	8173
W91-0202	1651
W91-0203	5469
W91-0204	3237
W91-0205	7702
W91-0206	5218
W91-0207	931;2401
W91-0208	6172;313
W91-0209	1499;850
W91-0210	234;565
W91-0211	5418;8614
W91-0212	5059
W91-0213	8815
W91-0214	3271
W91-0215	2697
W91-0216	2194;1678;3478;4775;5198;6866;6867;7837
W91-0217	991
W91-0218	15155
W91-0219	5284;9152
W91-0220	13930
W91-0221	6140
W91-0222	1955
W91-0223	1639
W93-0101	73;4962
W93-0102	4593;8262;8609
W93-0103	3084;3083;1338
W93-0104	5362
W93-0105	5139;5043;10392;5013;4564
W93-0106	3204;14283
W93-0107	455;6335;8527
W93-0108	6576;7151
W93-0109	8407;2189;2713;8631
W93-0110	246;5379
W93-0111	2538;2633
W93-0112	8739
W93-0113	2885
W93-0114	6214;4805;9195;5382
W93-0115	6305;7567;1662;7600
W93-0201	1016;1365;2878;4514
W93-0202	1651
W93-0203	1798;7333;3130
W93-0204	12595
W93-0205	1859;3329;5104
W93-0206	2874
W93-0207	3058
W93-0208	3067;15300;3147
W93-0209	3399
W93-0210	14986
W93-0211	3494;5353
W93-0212	3509
W93-0213	4226
W93-0214	4309;4185
W93-0215	4821
W93-0216	4875;6307
W93-0217	4933
W93-0218	10392
W93-0219	5086
W93-0220	5321
W93-0221	5086
W93-0222	5457
W93-0223	5549
W93-0224	5554;14088
W93-0225	5676;5633
W93-0226	6046
W93-0227	6707
W93-0228	15185
W93-0229	6994;4549;5687
W93-0230	7147
W93-0231	7529
W93-0232	7534
W93-0233	7706
W93-0234	7923
W93-0235	8270
W93-0236	8464
W93-0237	8489
W93-0238	8643
W93-0239	15336
W93-0240	8950
W93-0301	1633;1379;2556
W93-0302	7838
W93-0303	4805;6214
W93-0304	1420
W93-0305	1166;1224
W93-0306	8616
W93-0307	6811;3204
W93-0308	6952;2198
W93-0309	832
W93-0310	8812;6722
W93-0311	1166
W93-0312	8245;3453;2962
W93-0313	8390;8389;7929
W94-0101	171
W94-0102	455;6335;8527
W94-0103	320;3494;7699
W94-0104	13202
W94-0105	2394;1572
W94-0106	3167
W94-0107	3812;407
W94-0108	3923;1403
W94-0109	5457;2742
W94-0110	6599
W94-0111	6713;5175
W94-0112	6843
W94-0113	15208;8631
W94-0114	7001
W94-0115	7658;8926
W94-0201	644
W94-0202	5260;1042
W94-0203	2111
W94-0204	6368;8173
W94-0205	8862
W94-0206	5318
W94-0207	787;6057
W94-0208	1062;836
W94-0301	7372
W94-0302	9186;5633
W94-0303	2874
W94-0304	7923
W94-0305	9411;5350
W94-0306	14088;7333
W94-0307	4322;4549
W94-0308	1798;3130;14088;7333;8489
W94-0309	2258
W94-0310	5362;938
W94-0311	8566;779
W94-0312	5457
W94-0313	1790
W94-0314	3360
W94-0315	6243
W94-0316	8713
W94-0317	3472
W94-0318	8093;461
W94-0319	6793
W94-0320	6707;8643
W94-0321	3058
W94-0322	2878;1016
W94-0323	7013;4665
W94-0324	2351;5086;7775
W94-0325	3067;15300
W94-0326	3399
W94-0327	4497;657
W94-0328	4583;14986
W94-0329	4723;5430
W94-0330	7398;7290
W94-0331	7624;2612;5651
W94-0332	7937
W94-0333	8518;1489
W95-0101	846
W95-0102	1747
W95-0103	1464;867
W95-0104	2793
W95-0105	6811
W95-0106	8948
W95-0107	6713;5175
W95-0108	15162;7573;8209
W95-0109	1171;4852;7858
W95-0110	1379;2556
W95-0111	9350;1677
W95-0112	6861;7507
W95-0113	1235;4658
W95-0114	14920
W95-0115	5424
W96-0007	6573;1101
W96-0101	8360;6676
W96-0102	1632;9254;561;2727
W96-0103	8407
W96-0104	3941;2057
W96-0105	2493;3600;8224;8031
W96-0106	7135
W96-0107	4180;5286
W96-0108	8245;2189
W96-0109	5991;5286
W96-0110	1297;7858
W96-0111	695
W96-0112	4749
W96-0113	9054
W96-0114	8144;6114
W96-0201	5424
W96-0202	8981;8948
W96-0203	455;5249;6335;8527
W96-0204	5457;3664
W96-0205	5767
W96-0206	818
W96-0207	6060;8338
W96-0208	5630
W96-0209	14832;850
W96-0210	881;15336;6350
W96-0211	1023
W96-0212	1014;1195
W96-0213	6731
W96-0214	2822
W96-0301	8566
W96-0302	8012
W96-0303	850;1499
W96-0304	936;3920;8905;4974
W96-0305	1169;1237
W96-0306	1955;3795
W96-0307	2728
W96-0308	3237;2249
W96-0309	3785;938
W96-0310	6725;5947
W96-0311	7358;802
W96-0401	8713;14986
W96-0402	8489;12595
W96-0403	3472;2320
W96-0404	5921;5430;6875
W96-0405	6031
W96-0406	2251;4549
W96-0407	7450;5947;5946
W96-0408	5353;6371;7919
W96-0409	14957;6060;1384
W96-0410	7812;1951
W96-0411	942
W96-0412	9131
W96-0413	1560
W96-0414	1119
W96-0415	7763
W96-0416	4226;5430;6046;6031
W96-0417	5516;1651
W96-0418	2925
W96-0501	2099;6891
W96-0502	3687;1859
W96-0503	4585;6707;6793
W96-0504	14088;8489
W96-0506	481;5947
W96-0507	1426
W96-0508	1652;14986
W96-0509	12595;5633;15208
W96-0510	3360
W96-0511	4855;2258
W96-0512	6676
W96-0513	8566;481
W96-0514	9381
W97-0101	5175
W97-0102	6739
W97-0103	8353
W97-0104	9358
W97-0105	655;2186;3950;5074
W97-0106	8144;6114
W97-0107	4645;1338
W97-0108	6352;5896
W97-0109	7790;5765
W97-0110	14834;622
W97-0111	8038
W97-0112	7741
W97-0113	5991;5286
W97-0114	5784
W97-0115	9020;4791;8803
W97-0116	1743
W97-0117	7838;813
W97-0118	6952
W97-0119	14920;5384
W97-0120	5767
W97-0121	5495
W97-0122	4081
W97-0123	8413;5562
W97-0124	8143;3121
W97-0125	5816;1338
W97-0126	3996;1138
W97-0127	2587;1261
W97-0201	5896
W97-0202	15336;5158;1994;881
W97-0203	4874
W97-0204	4969;372;2331
W97-0205	904
W97-0206	2276;2856;4526
W97-0207	5424
W97-0208	8850;7792
W97-0209	6811
W97-0210	3762;3167;6307;5384
W97-0211	455;1803;6335
W97-0212	3116;2757
W97-0213	6811
W97-0214	15336
W97-0215	3795;6140
W97-0216	1787;4202
W97-0217	6811
W97-0218	6524
W97-0219	1955;6125
W97-0301	6731
W97-0302	2822
W97-0303	15208;4584
W97-0304	506;563;4493
W97-0305	6845;7613;192
W97-0306	1633;3941;6980
W97-0307	818;7597;4366
W97-0308	977
W97-0309	7202;15162
W97-0310	1743
W97-0311	5424
W97-0312	550;246
W97-0313	6861;7449
W97-0314	455;15209;6335
W97-0315	8181;1973
W97-0316	4477
W97-0317	5451;1572;586
W97-0318	7536
W97-0319	4012
W97-0320	15336;6034;5380;6086
W97-0321	9791;3453
W97-0322	6350;881
W97-0323	5896
W97-0400	4361;282;3955;6746;7664
W97-0401	7763;7271
W97-0402	4624;4092;7384
W97-0403	3404
W97-0404	8634;3991
W97-0405	3404
W97-0406	14920;7454;8948;4510;8920
W97-0407	188;13011;1083;4924;8564
W97-0408	171
W97-0409	2453;7017;3367
W97-0410	4584;4722;9271;7963;2630;4550;1400;852;8631
W97-0411	1057;501;6746;2086;5040;8886;4167;6445
W97-0412	7372
W97-0413	2496
W97-0414	3717
W97-0415	8775;1427
W97-0501	8220;160
W97-0502	4539;3288
W97-0503	5353
W97-0504	1030;1031;5076;3516;6221;70
W97-0505	2593;5
W97-0506	1499
W97-0507	2325;2097
W97-0508	5353;5257
W97-0509	8632;2072;7212;17;7499
W97-0510	2770;5689;6304;6931
W97-0601	8643;4875;3886;20
W97-0602	1380;320;7699
W97-0603	2032;577;2031
W97-0604	6036;5399
W97-0605	13000;7726;13265
W97-0606	5086;6796;133
W97-0607	7628
W97-0608	7729;1830;8478;8433
W97-0609	4812
W97-0610	15397
W97-0611	3022
W97-0612	3651;1815;4253;5781
W97-0613	5222
W97-0614	5848;784;4248;14730
W97-0615	6995;3043
W97-0616	4350;4527;6569
W97-0617	62
W97-0618	1817
W97-0619	6732;8481;1766
W97-0620	1668;2686;5590
W97-0621	622;2522;4015
W97-0701	7706
W97-0702	707
W97-0703	451;2099
W97-0704	14986;11923
W97-0705	5524;6015;6452
W97-0706	2344
W97-0707	5550;7579;901
W97-0708	6053;5798;5956
W97-0709	26;13820
W97-0710	8130
W97-0711	246;6117;2835;4556
W97-0712	266
W97-0713	5174
W97-0714	2133
W97-0715	6787;3028
W97-0801	8614;1880;6411
W97-0802	3075;2274
W97-0803	8224;2493;5819;8031
W97-0804	2347
W97-0805	293;5075;7820
W97-0806	2804;1725
W97-0807	2501;3144;8224
W97-0808	5343
W97-0809	14834;622
W97-0810	92;1186
W97-0811	7353;7252;2885;1186
W97-0812	7151
W97-0813	2264;5614;6486
W97-0901	246;5120
W97-0902	8296;700;1519;2920;2921;4395;4739;8297
W97-0903	4417;6307;5384;6676;3167;3762
W97-0904	5988
W97-0905	6793
W97-0906	7973
W97-0907	45;6811
W97-0908	2573;4972;6479;6814
W97-0909	6050;3731
W97-0910	6746;1057;838;2086;8886;3098;4167;6445;7685;8183
W97-1001	363;14834
W97-1002	983;5630
W97-1003	3371;5286
W97-1004	9791;3828;3453
W97-1005	3999;6350;881
W97-1006	4311;8369
W97-1007	5191;13196;6156
W97-1008	5322;6854
W97-1009	5812;6511
W97-1010	6164;850
W97-1011	6574
W97-1012	6903
W97-1013	15247
W97-1014	8202;5893
W97-1015	8877;3878
W97-1016	9254;1632;8520
W97-1101	6704;5891;6312
W97-1102	5869;3211
W97-1103	1719
W97-1104	1047;5575
W97-1105	644
W97-1106	7595
W97-1107	1454;6463
W97-1108	4163
W97-1201	8523
W97-1202	7729;1830;8478;8433
W97-1203	6531
W97-1204	6240;5384
W97-1205	2898;7206
W97-1206	14458;4190;6056;1758
W97-1207	3336;6596;1079
W97-1208	7679;6555
W97-1301	6516;8567;8130
W97-1302	5655;5288;5780
W97-1303	5549
W97-1304	5784
W97-1305	7841
W97-1306	387
W97-1307	3884
W97-1308	6899
W97-1309	565
W97-1310	5367;8032;767
W97-1311	3508;2552;338
W97-1312	5549
W97-1313	755;2462
W97-1314	6548;6882
W97-1401	6184;1715;4412
W97-1402	6422;1715;2687;1077
W97-1403	3971;5797
W97-1404	4940
W97-1405	7586;2993;5716;6801
W97-1406	7825
W97-1407	5780;9030;7113
W97-1408	3399
W97-1409	215;6872
W97-1410	3133;7289
W97-1411	3191;6875;4627
W97-1412	2206;5254
W97-1413	2549;6936
W97-1414	6477;2624
W97-1415	5217;844;2806;8494
W97-1416	3809
W97-1501	461
W97-1502	1057
W97-1503	1392;4582;6422;6447
W97-1504	1901;5334
W97-1505	1951;3350;3396;6965;7174;407;8977
W97-1506	2844;10481
W97-1507	3253
W97-1508	3921
W97-1509	6368
W97-1510	14397
W97-1511	8144;3987;6114
W97-1512	8147
W97-1513	14730;784
W97-1514	8494;844;7054;1300
W97-1515	8604
W98-0201	2849;3055
W98-0202	3615;8364;6187
W98-0203	387
W98-0204	9024
W98-0205	3305
W98-0206	14978;1337;5803;8826
W98-0207	5760;4546
W98-0208	1201;1623;2695;3376;3548;5139;5321;5450;6747
W98-0209	1512;4549
W98-0210	2878;1026;4038;6983;5633
W98-0211	977
W98-0212	2693
W98-0213	530
W98-0214	3675
W98-0215	908;2607
W98-0216	2180
W98-0301	5174
W98-0302	1525
W98-0303	936;4417;8905;4974;14848
W98-0304	2925
W98-0305	1790
W98-0306	7688;2307
W98-0307	8130
W98-0308	1674
W98-0309	4226
W98-0310	7251
W98-0311	8718
W98-0312	1639
W98-0313	3720;6973
W98-0314	6398
W98-0315	8756;3812
W98-0316	3992;3984;7475
W98-0317	5797;3971
W98-0318	2350;814
W98-0319	3835;7516;2422;1609
W98-0501	3714;8060
W98-0502	4945;4704
W98-0503	3372;13692;6120;6505
W98-0504	862
W98-0505	8093
W98-0506	13468
W98-0507	416;4704;4945
W98-0508	280
W98-0509	5442;7294
W98-0510	786;1627;2546;4055;4224;5057
W98-0511	1541;2671
W98-0512	4502;3453
W98-0513	4697;9459;98;3567
W98-0601	5836
W98-0602	5836
W98-0603	8566;3756;1932;481
W98-0604	5473;5058;9108;2909;440;6769
W98-0605	4454;5734;9121;7474;5765
W98-0606	4198;5277;8282
W98-0607	6031;1274;3335
W98-0608	15397;6573
W98-0609	2798;6814
W98-0610	8620
W98-0611	7381
W98-0612	6688;1523
W98-0613	6140
W98-0614	3399
W98-0701	7790;4454;5765
W98-0702	7536
W98-0703	5490;15109
W98-0704	5133;8224;8031
W98-0705	2816;8544;1368;1387
W98-0706	7334;5303
W98-0707	2276
W98-0708	2803
W98-0709	2245;6858;14215
W98-0710	4480
W98-0711	455;1594;1484;6335;8527
W98-0712	5614;6486
W98-0713	6034;5081;5947
W98-0714	996;7422
W98-0715	8238
W98-0716	5374
W98-0717	4388;6980
W98-0718	3762
W98-0719	506
W98-0720	3104
W98-0801	7840
W98-0802	5970;158;3379;4958
W98-0803	4994
W98-0804	726;2745;2619;6160
W98-0805	5024;3282
W98-0901	4098
W98-0902	8651
W98-0903	119
W98-0904	8280
W98-0905	534
W98-0906	660;3592
W98-1001	35;2194
W98-1002	5120;5969
W98-1003	1779;7698
W98-1004	2233
W98-1005	2761;4221
W98-1006	1779;37
W98-1007	12520
W98-1008	7610
W98-1009	114;2194
W98-1010	12993
W98-1011	8885
W98-1012	5877;2099
W98-1013	6968;9634;9836
W98-1014	5478
W98-1015	6043
W98-1101	3348;7335;8172;3052
W98-1102	3561
W98-1103	5922;3614;2411
W98-1104	9054;1379
W98-1105	1464;5511
W98-1106	6861;7262
W98-1107	8177;5630
W98-1108	1622;5742;7247;4039
W98-1109	1457;6193;6807
W98-1110	1129;4617;4628
W98-1111	2120
W98-1112	13896;4;1073
W98-1113	6297;5112;5175
W98-1114	14832;5527;850
W98-1115	1195;14939;3779
W98-1116	5451;7794
W98-1117	7597;818
W98-1118	756;7788;66;2909
W98-1119	2649;3044;1195
W98-1120	7370;2909;7494
W98-1121	3209
W98-1122	6832;407
W98-1123	3892;4197;5384
W98-1124	5161
W98-1125	5991;5286
W98-1126	15336;5380;881
W98-1201	1632
W98-1202	8264;1872;7243;1140;882
W98-1203	13614
W98-1204	7277
W98-1205	4024
W98-1206	3779
W98-1207	818;7597
W98-1208	1607;7792;8850
W98-1209	7243;1872;8264;882
W98-1210	3532;124
W98-1211	7135
W98-1212	5350;4306;9411
W98-1213	2881
W98-1214	4311;8369
W98-1215	7091
W98-1216	7664
W98-1217	3834
W98-1218	6574
W98-1219	9216;1200
W98-1220	7766;6574
W98-1221	1384;15036
W98-1222	8162;9411;6726
W98-1223	15410;8780;1632
W98-1224	15410;1632
W98-1225	3887;7170
W98-1226	2154;6574
W98-1227	3583;8031
W98-1228	3370;1872;2343
W98-1229	4346;3643
W98-1230	1029
W98-1231	1029;7269
W98-1232	1743
W98-1233	3532;124
W98-1234	456;1509
