A00-1001	4073
W07-2097	14985;11472
W07-2098	6022;12074;5058
W07-2099	12508;3829;12552;11047
W07-2100	5909
W07-2101	9877;9879;5793
W07-2102	8805;5888
W07-2103	5095;6498;9361;10128
W07-2104	7119;6228;3262
W07-2105	13591;7074
W07-2106	1333;6846
W07-2107	2748;14368;14873
W07-2108	10963
W07-2109	14175;1512;1669
W07-2110	5671;13004
W07-2201	3271
W07-2202	5788;9356;13381
W07-2203	14020;13653;3322
W07-2204	4847;13822;3104;2443
W07-2205	6961;4218;6151;7337;3271
W07-2206	4118;3719;2966
W07-2207	14853;10093;3322
W07-2208	9917;8970;9356;13381
W07-2209	12424
W07-2210	12153
W07-2211	9834
W07-2212	12160
W07-2213	12700;3073
W07-2214	10341
W07-2215	4946;5667;15427
W07-2216	9071;11804
W07-2217	2857;5897
W07-2218	13217;5995
W07-2219	13345;3522
W07-2220	9964
W08-0101	11115;4496
W08-0102	5538
W08-0103	11692;8266;9866;14993
W08-0104	7941;5732
W08-0105	15074;5289;758
W08-0106	483;3380
W08-0107	11429;13308
W08-0108	10293;5092;2512
W08-0109	13635;11248;10988
W08-0110	54
W08-0111	9699
W08-0112	361;8457
W08-0113	906;11874
W08-0114	9675;5018;17;13383
W08-0115	5731
W08-0116	15268;15399;3380
W08-0117	7055;449;3993;4471;6575;992
W08-0118	378;9866;14993
W08-0119	2665;7141;2876;11846;13179;1228;14670
W08-0120	7286;312;167;8016
W08-0121	3386
W08-0122	12439;825;3566
W08-0123	15040;8746;3878
W08-0124	7945;10251;11946
W08-0125	2365;4876;4366;10959;10597
W08-0126	13637;14107
W08-0127	5092;13308
W08-0128	2866;13980
W08-0129	7675;268
W08-0130	3931;13308;5625
W08-0201	6901;4489
W08-0202	9119;14366;15088
W08-0203	1276
W08-0204	10657
W08-0205	4836
W08-0206	14366
W08-0207	8345
W08-0208	10657;7415;8505;6901
W08-0209	8645;4182
W08-0210	6157;15256
W08-0211	11014;8170;661
W08-0212	4383;12393
W08-0213	8180
W08-0214	4915
W08-0215	11669
W08-0216	12654
W08-0301	8208;1249;14796;8239;14916
W08-0302	15495;12393
W08-0303	9889;13783
W08-0304	1117;6867;8780
W08-0305	1059;15316;15290
W08-0306	4839;7440;3285
W08-0307	3647;5648
W08-0308	8414;5288
W08-0309	15466;4819;7473;9434;11929
W08-0310	2581;8563;3186;2523;15450;5175;7908;3245
W08-0311	2960;3171;3017
W08-0312	10287;7970
W08-0313	11974;15437;12043
W08-0314	6113;14535;4272;7359
W08-0315	7194;2730;2568;3647;2725;7872;2644;2886;15082
W08-0316	15139;2682;15178;3313
W08-0317	12721;6200;13354
W08-0318	7473;5670;6142
W08-0319	2519;2706
W08-0320	3453
W08-0321	6342;15464;13783
W08-0322	13967;12123
W08-0323	592;4313
W08-0324	8;80;10287;15034;652;10601;7970
W08-0325	3276;3025;639
W08-0326	1027;8614;10272;14027
W08-0327	2607;12043;7473
W08-0328	4378;4625;3077;6711;40;2386
W08-0329	2036;1246;8942;11969
W08-0330	1682;6434
W08-0331	4272
W08-0332	2679;2858
W08-0333	1508;15278;510;8345
W08-0334	4723;12787
W08-0335	14832;14569;12787
W08-0336	1410;5075;8780
W08-0401	2270;10169;12787
W08-0402	378;7204
W08-0403	14905;14377;14941;5109
W08-0404	12741
W08-0405	13202
W08-0406	4426
W08-0407	592;4313
W08-0408	5190;6613;10374
W08-0409	8614;10272;977;14027
W08-0410	15262;4912;8170
W08-0411	7970;652;15034
W08-0501	29;8312
W08-0502	15294;7337
W08-0503	13340
W08-0504	11611;9356;3064;13381
W08-0505	3990
W08-0506	3131;8231;6403
W08-0507	10838;15105;5685
W08-0508	5801;10867
W08-0509	15464;13783
W08-0510	6142;7473
W08-0511	473;13799
W08-0512	432;3433;3209;10381;15048;8738;2951
W08-0601	15025;727;2513;10301;5299;11672
W08-0602	11335;5058;6024
W08-0603	5661
W08-0604	1057;13747;874
W08-0605	13396;13381;4302
W08-0606	3157;1095;2632;2575
W08-0607	7244;9488
W08-0608	3421;3399
W08-0609	11773;13396;9108;4299
W08-0610	13944;8972
W08-0611	12621;5596;5058;8891
W08-0612	9829;903;2990
W08-0613	15260;1207;834;1002;53;102;15512;7273;13381;12900
W08-0614	14682;4932;9114;10884;8001;6839
W08-0615	340;11814;223
W08-0616	10587;8983;15546;15054;15271;255
W08-0617	1268;5944
W08-0618	891;2891;11702
W08-0619	13955;10457
W08-0620	11217;13747
W08-0621	528;5809;1802
W08-0622	576;15212;3318;655
W08-0623	4950;6515
W08-0624	69;15075;5211;7563;278
W08-0625	14472;612;1274
W08-0626	12435;8457
W08-0627	1136;14639;7273;3064;13381
W08-0628	4651;14898;3396
W08-0701	8466
W08-0702	521
W08-0703	4417
W08-0704	6785
W08-0705	780
W08-0706	15083;780
W08-0707	2992
W08-0708	9412;7970;208;8170
W08-0801	5538;6274;5321;12042;6048;3728;15070;13887;366
W08-0802	264;15318;712;12564;840;560
W08-0803	894;7257;12049
W08-0804	5091;4221
W08-0805	6364;11527
W08-0806	591;452
W08-0807	6204
W08-0901	4058;6036
W08-0902	9895;13987;8875
W08-0903	9238
W08-0904	9630;2377;958;1199
W08-0905	2735;7702
W08-0906	9613;5613
W08-0907	1375;686;1120;1101;8149
W08-0908	668;15283
W08-0909	5967;3243;4496
W08-0910	5967;1263;693;4496
W08-0911	9285;1051
W08-0912	14771;1190
W08-0913	15072;471
W08-1001	11795
W08-1002	3683
W08-1003	11861
W08-1004	12886;471
W08-1005	10619;7411
W08-1006	740;8780
W08-1007	5710;9967
W08-1008	2771
W09-0101	10712
W09-0102	8295
W09-0103	6785
W09-0104	10946
W09-0105	13526
W09-0106	9119
W09-0107	3271;12715
W09-0108	4478
W09-0109	9447
W09-0110	7148
W09-0201	7617;8114
W09-0202	10516;12510
W09-0203	3052;3100
W09-0204	2302;1406
W09-0205	2728;7617
W09-0206	2233;1628;14726
W09-0207	9335;5637;2184;2019
W09-0208	4489;2410
W09-0209	15408;14755
W09-0210	13774;7560;1565
W09-0211	13617
W09-0212	4180;309;1876;866;2177
W09-0213	3347;1747
W09-0214	2042;7086;2939
W09-0215	1445
W09-0301	1575;2064
W09-0302	7536;7012;1362
W09-0303	3022;14155;9805
W09-0304	14155;3022;9805
W09-0305	15496;1573;12308;10240
W09-0306	455;656
W09-0307	14366;8195
W09-0308	3603;3615;2248;91
W09-0309	1494;1655
W09-0401	15466;7473;9433;11929
W09-0402	3009;9837
W09-0403	6204;2798;10500
W09-0404	2410;5075;6867;8780
W09-0405	2386;6711;4378;14854;1651;13129;4625;13529
W09-0406	6079;13783
W09-0407	8157;8980;9837
W09-0408	1620;8;7970
W09-0409	2036;1246;8942;11969
W09-0410	3009;13750;947;8980;9837
W09-0411	4625;13129;4375;13527;2386;6710;1650
W09-0412	3451;9843
W09-0413	9889;41;1735;13836
W09-0414	2644;7194;2568;2886;2725;2730;15082
W09-0415	14063;9808;11861
W09-0416	1500;1619;1975;14027
W09-0417	3187;3646;2900;3247
W09-0418	10468;4722;12786
W09-0419	2608;12043;7473
W09-0420	4907
W09-0421	6200;12721;1536;13354
W09-0422	2519;2884;2961;1986;3025;3053;3276
W09-0423	11974;1281;2490;12043
W09-0424	378;15466;1508;7204;884;2154;2221;2291
W09-0425	8;15034;15262;652;7970
W09-0426	1508;12071;436;11221
W09-0427	444
W09-0428	2960
W09-0429	7473;5661
W09-0430	1493;1770;15132;9896;15205
W09-0431	5648;1637
W09-0432	9820;4624
W09-0433	8230;1711;219;8034
W09-0434	10635;11309;10237
W09-0435	9889;1735
W09-0436	1411;6867;8780
W09-0437	1314;8507;6142;7473
W09-0438	1482;2721;9131;9837
W09-0439	4844;7725
W09-0440	2679;2858
W09-0441	3527;8645;4183;11970
W09-0501	1437
W09-0502	1302
W09-0503	8941;131;7409;13324
W09-0504	2561
W09-0505	1489;10988;13257;9512;11248
W09-0506	2126;2430
W09-0507	2196;4863
W09-0508	1808;7670
W09-0509	5910;11874
W09-0510	7162;1585;11794
W09-0601	11195;13434;3717;1366;1480;13865
W09-0602	10867
W09-0603	9045;7593
W09-0604	8868;7620;6006;3750
W09-0605	7882
W09-0606	11400;3011
W09-0607	13434;2117;11195
W09-0608	9330
W09-0609	3781;13740
W09-0610	1491;1995;2812;2675;2731
W09-0611	1670;8111
W09-0612	1385;1350;1737
W09-0613	5165;11195
W09-0614	1670;8111
W09-0615	7196;3599;11320;5165;1448
W09-0616	7398
W09-0617	3096
W09-0618	935;3238;6479;13235
W09-0619	2156;2234;9445
W09-0620	14194;10867
W09-0621	2248;3615;7620;8868
W09-0622	2296;7670;7674
W09-0623	1697;3399;7003
W09-0624	5800;7159
W09-0625	13573;9165
W09-0626	3599
W09-0627	9043;5164
W09-0628	15161;7509;12676;758;3781;9445;10072
W09-0629	5165;9045;7593
W09-0630	1380;3166;7620;13740
W09-0631	11679
W09-0632	2731;2675
W09-0633	2442;2415
W09-0634	5018;935;9675;13235
W09-0701	1317;2180;1476;1330
W09-0702	3909;2205;2065
W09-0703	2498;1532;1589;1606;1614;11323;2073;2294;2332
W09-0704	4737;1948
W09-0705	1587
W09-0706	2627;5963;3160;1993
W09-0707	1304;2140
W09-0708	1285
W09-0709	1590;3006
W09-0710	1992;1348;716;2194
W09-0711	1340;1877
W09-0712	15396;1888
W09-0713	2481;3214
W09-0714	715;15150
W09-0715	2671;10192;2451;5766
W09-0716	1895
W09-0801	1981
W09-0802	2492
W09-0803	87
W09-0804	12085;1825;2331
W09-0805	1490;3843;11089
W09-0806	2162;5926;2443
W09-0807	15129;3386;5648
W09-0808	1283;1373;11471
W09-0809	4427;5648
W09-0901	7939;3388
W09-0902	6635
W09-0903	1286;6031
W09-0904	2932;7927
W09-0905	4058;152
W09-0906	1450
W09-0907	2727;9546;7964;5099;1555;6660
W09-1001	3611;3592
W09-1002	2448
W09-1003	5197
W09-1004	1306;1337
W09-1005	2689;653
W09-1006	2932;4539;1604
W09-1007	2119;3611
W09-1008	2538;2570;3105
W09-1009	1822;6505
W09-1010	1978
W09-1101	9030
W09-1102	1539
W09-1103	11172;11089
W09-1104	12531;7719
W09-1105	9462;3750
W09-1106	10687;9512
W09-1107	11216;13747
W09-1108	3843;11172;11089
W09-1109	4489
W09-1110	11476;2104
W09-1111	10470;2656;1785
W09-1112	1452;1563;1535;11476
W09-1113	9915;9964
W09-1114	5670;1507;5661;11309;8507;7473
W09-1115	8348;2656
W09-1116	9532;8332;15509
W09-1117	5133;15466;14563
W09-1118	10192;13241
W09-1119	3501;11476
W09-1120	11172;11089
W09-1121	11172;11089
W09-1122	13223;1627
W09-1123	2236;2594;12958
W09-1124	13749;1649;14095
W09-1125	5314
W09-1126	1454;9250;1889
W09-1127	13254;10687
W09-1201	2706;2855;6776;7094;2889;2858;9227;9965;2411;3280;3535;12818;14429;14853
W09-1202	1460;1416;2085
W09-1203	9462;2179;3615
W09-1204	14850;13924;10093
W09-1205	1564;5997;9197;13218
W09-1206	2511;1605;10029
W09-1207	1994;1797;1796;5597;1999;8439
W09-1208	14877;2369;7384;2320
W09-1209	14876;2369;3407;13459;13282
W09-1210	11679
W09-1211	8207;4444;1824;13780
W09-1212	2842;12480;2858
W09-1213	9231;11270
W09-1214	518;2151
W09-1215	773;15363;2208;2305
W09-1216	3159
W09-1217	2145;1790;1795;2216;1187
W09-1218	14010;5721;8952
W09-1219	14782
W09-1301	726;10139;7273;13381
W09-1302	528;5809;4209;1823;1802
W09-1303	2749;5809;5896;1659;1802
W09-1304	9462;3750
W09-1305	5685;13241;15106;7282;11144
W09-1306	2239;8891;989
W09-1307	2143;1760
W09-1308	2260;1898;1470;1554
W09-1309	12621;5596;1297;5058
W09-1310	1686;6911;11302
W09-1311	5741;5436
W09-1312	1675;6319;1820;14943
W09-1313	10139;7273;726;1136;13381
W09-1314	970;7560;2092;2123
W09-1315	1521;2287
W09-1316	1332;2139
W09-1317	8419;11256;7183
W09-1318	1453;4122;3224
W09-1319	9828;1713;14165;1820
W09-1320	1781
W09-1321	2174;7273;13376
W09-1322	1391;1515;1308;14682
W09-1323	8984;4254;10587
W09-1324	5095;1886;13269;1950;1852;10128
W09-1325	8282;3027;2111
W09-1401	7273;10139;726;182;13381
W09-1402	2513;5968;5299;15025;10301;11672
W09-1403	15106;1523;14108;5685
W09-1404	6911;11901;11302
W09-1405	13774;15092;2454;13653
W09-1406	11267;15259;12899;13381
W09-1407	3132;2191;6781;2034;10115;8231;2230;6403
W09-1408	9462;2179;3750
W09-1409	576;3318;655
W09-1410	1828;8891;6961
W09-1411	2713;3129;2157;2149;3046;2002;1580;1782
W09-1412	1561;5090;1893;1982;3452;11335
W09-1413	12632;1908;1973;3860
W09-1414	3064;1887;14639;13376
W09-1415	1772;1431;1712;8036;63;11296
W09-1416	2459;11014
W09-1417	2055;1510;1890;1485;2031;1920
W09-1418	7244;9488
W09-1419	2181;2041;1477;2182
W09-1420	2860;2632;3156;2924
W09-1501	10115;9989
W09-1502	4594;4319
W09-1503	6155;11131
W09-1504	182;1858;4299;13381
W09-1505	5250;6767;7931
W09-1506	3976;13667;2200;10327
W09-1507	12777;1683
W09-1508	1848;2009;14123
W09-1509	8190;1458;1527;1522;1696;14027;3095
W09-1510	14012
W09-1511	2548;1944
W09-1512	1799;8312;2187
W09-1601	10064
W09-1602	2328;1642;5856
W09-1603	2008;1829
W09-1604	12715;1502;1662
W09-1605	4707
W09-1606	2333;2058
W09-1607	1692;690;1074
W09-1608	2775;922
W09-1609	1901;12548
W09-1702	1663;8746
W09-1703	1654;11295
W09-1704	6723
W09-1705	1738;2784;8746
W09-1706	3617
W09-1707	2458;15069;11514
W09-1801	1851;12393
W09-1802	5291;4612
W09-1803	4429;2066
W09-1804	1367;7440;756
W09-1805	1764
W09-1901	5154
W09-1902	13241;309;5685;3100
W09-1903	15052;10043;3506
W09-1904	6277;1867;2096
W09-1905	10330;9438;6901
W09-1906	13241;10192
W09-1907	1867;2096
W09-1908	15034;208
W09-2001	8771;1341;1487
W09-2002	9989;2811;8875
W09-2003	2016
W09-2004	1629;1953
W09-2005	9816;5039;5367;4402
W09-2006	2013;1755;1759
W09-2007	2294
W09-2008	1894
W09-2009	2112;2101;2137;1953
W09-2010	3363;12624
W09-2011	2188
W09-2012	14942;1198;1706
W09-2013	11066;15430
W09-2101	1424;9665;10288;2132
W09-2102	14771;11584;2343
W09-2103	1375;1602;685;1119;1101;8149
W09-2104	3419;1720;1969
W09-2105	2537;1857;12508;5155;10383;2470
W09-2106	693;4496
W09-2107	1809;2232;2166
W09-2108	2166;2232
W09-2109	213;2360;6830;1694
W09-2110	37;2582
W09-2111	7986;5085;13700
W09-2112	4847;3299
W09-2201	1394;1354;1633;1885
W09-2202	2187;245
W09-2203	1576;14942
W09-2204	2334;2651;2893
W09-2205	696
W09-2206	4689;14942
W09-2207	1989;12818;13429
W09-2208	1799;2187
W09-2209	2394;6723
W09-2210	1642;5856
W09-2211	3833;9853
W09-2301	8;7970
W09-2302	9706;7787
W09-2303	3069;7719
W09-2304	11604;14318
W09-2305	1122;14892;14537;8247
W09-2306	138;8247;14537;14892
W09-2307	1411;13351;6867;8780
W09-2308	3069
W09-2309	1618;2272;10169;12787;2159
W09-2310	7194;2644;4218
W09-2402	10448;2049;6467
W09-2403	10894;1478;1715;462
W09-2404	444
W09-2405	2069;5377
W09-2406	2961;5845;3377
W09-2407	1621;12546
W09-2408	1734;9374
W09-2409	10032;3573
W09-2410	1591;3347
W09-2411	762;2890;3163;2858;2053
W09-2412	12326;9036;9250
W09-2413	8085;3392
W09-2414	3490;11543
W09-2415	6006;7307;7604;3451;2454;10541;11406;982
W09-2416	15049;7307;3451;2454;984;13665
W09-2417	824;12522;9462;6717;3471
W09-2418	3490;13713
W09-2419	8746;2784
W09-2420	11206;2803;4642;8800;13274;13804
W09-2421	2648;11740;9524;2687;629
W09-2422	8010;7076
W09-2423	9227;7566;14429;6723;2129;336;14417
W09-2501	3261;2411;8780
W09-2502	1349
W09-2503	2900
W09-2504	12872;3752
W09-2505	1865;8669
W09-2506	13118;15350;10704
W09-2507	796
W09-2508	1291;4218
W09-2509	12777;2126
W09-2510	1446;8780
W09-2601	8461;11759
W09-2602	3251
W09-2603	5611;14012
W09-2604	3684
W09-2605	3633;14854
W09-2606	15085
W09-2607	11131;4510;12631;6157;9686
W09-2608	4189;7338
W09-2609	3585;1826;3271
W09-2701	14995
W09-2702	12779;2015;7108
W09-2703	1676;5846;13127
W09-2704	1801;11640;11508
W09-2705	10988;11638
W09-2802	9095
W09-2804	1426;269;1924
W09-2805	3424;2604;1376
W09-2806	10268;3805
W09-2807	11625
W09-2808	12971;1717;1727;7747;2381
W09-2809	14417;5511
W09-2811	1395;6515;1702;1698
W09-2812	6006;3750;8868;7620
W09-2813	272;15309;15019;11527
W09-2814	2067;813;4888;12683
W09-2816	9045;7593;13740;5165
W09-2817	9045;7593;13740
W09-2818	4612;11679
W09-2819	1583;9051
W09-2820	1597;7192
W09-2821	1583;9051
W09-2822	3461;1496
W09-2901	683;13760;2875;2642
W09-2902	7307;6948
W09-2903	3347;1359
W09-2904	3251;7719
W09-2905	1626;7307;6948
W09-2906	2097
W09-2907	2025;3414;1390;8435;6341
W09-2908	1544;12158;7787
W09-2909	2206;1541;12845;1542;12789
W09-3001	2382;2817;6300
W09-3002	3801;1364;2727;15076
W09-3003	11167;824;12522
W09-3004	6467;12750
W09-3005	2498;11323;12582
W09-3006	1243;3184;12967;15326;3519;3345;3294;3236;1949
W09-3007	2510
W09-3008	2735;2859;11876
W09-3009	1778;9250
W09-3010	8031;13100;3329
W09-3011	2481;3023
W09-3012	3347;8170;9326;11055;1991;1591
W09-3013	8504;1725;6204
W09-3014	2063;2076;2222
W09-3015	2735;3188
W09-3016	2848;1849
W09-3017	1917;2859;639
W09-3018	13241;5685
W09-3019	9227;7566;6723;14429;5819;2129;14417;336
W09-3020	3333;3471;14429
W09-3021	6717;4642
W09-3022	1298;1384;1557;2039;11639
W09-3023	1985;3457;2144;2105;1907
W09-3024	2961;3041
W09-3025	2645;1512;9756
W09-3026	2113;11935
W09-3027	9577;1853;8969;9873;6526;8952
W09-3028	1396;1677
W09-3029	1958;10884;1732;2081;6839
W09-3030	10062;1594;2266;15451;2081
W09-3031	4108;1276
W09-3032	7557;14854
W09-3033	10808
W09-3034	6467;3490;15486;12474
W09-3035	2403;3570;3541;1932;3483
W09-3036	1358;1912;3471;11055;2081;14366
W09-3101	2831
W09-3102	2600;14995
W09-3103	1718;1946
W09-3104	1557;11635
W09-3105	14812;3362
W09-3106	5755;1787;14892
W09-3107	6723
W09-3108	1841;6257
W09-3109	1281;11974
W09-3110	15510;9494;2588
W09-3111	3108;15165
W09-3201	4418
W09-3202	2098;1964;2265;2178;1831
W09-3203	14155;9805
W09-3204	11045;740;8780
W09-3205	12846;4997
W09-3206	14596;11045;8780;11206;12488
W09-3207	2728;4489;7617
W09-3208	2394;6723
W09-3209	11079;14563
W09-3210	12439;554;5258;3566
W09-3211	1789;12522
W09-3212	1846
W09-3301	14873;2748
W09-3302	1321;2029;1943;1903;3719
W09-3303	1916;2048;5170;3015;6270;1754;1830;6300
W09-3304	2220;13508;4836
W09-3305	1550;2061
W09-3306	6216;1943;3719
W09-3307	13253;2083
W09-3308	4650;1353;14737
W09-3309	1404;265;10760
W09-3401	11935;6557;4986;13459;1756;6982
W09-3402	9862;1929;2403;6141;12177
W09-3403	14060;35;1151
W09-3404	1900;1301;6418
W09-3405	10144;9322;6230;7040;9668
W09-3406	1294;1915;6418
W09-3407	2097
W09-3408	2094;8650;2874
W09-3409	3482;3541;1315
W09-3410	6288;6583;9668
W09-3411	1326;1472;7192
W09-3412	8406;2155;1757;1440;14340
W09-3413	3311;1608
W09-3414	818;2164;12813
W09-3415	130;15245
W09-3416	1566;5565
W09-3417	1657;2290;1671;1910;12197
W09-3418	317;6270;6299
W09-3419	11508;1423;1800
W09-3420	2153;1861;798;2099;503;12485;6557
W09-3421	13235;183;15486;9408;12474;12486;1862;2253;6300;6270;12216
W09-3422	1310;2148;1942
W09-3423	15486;12474
W09-3424	1319
W09-3425	1926
W09-3426	2676;6557;6982;1709;1961;12802
W09-3501	8213;1749;1979;14824
W09-3502	8214;1749;14825;1980
W09-3503	7440
W09-3504	6728;1357;1497;1506;7528
W09-3505	6677;12535
W09-3506	10121;13459;13282
W09-3507	902;3195;2128;1074
W09-3508	15246;15305
W09-3509	2192
W09-3510	4722;12786
W09-3511	12455;7384;15233
W09-3512	1370;11762
W09-3513	5095;4258
W09-3514	2423;12841
W09-3515	2276;1492;1968;1954;1909;5028
W09-3516	7825
W09-3517	15308;4387;508;7192
W09-3518	1703;10125
W09-3519	2760;1468;2087
W09-3520	2016;14026
W09-3521	1674;12801;1247
W09-3522	1906
W09-3523	9;3801;2118;9734;14027
W09-3524	63;1712;8012;11296
W09-3525	9981
W09-3526	14777
W09-3527	1073;11079
W09-3528	2011;15451
W09-3529	2323
W09-3530	4924;13964
W09-3531	689;5330;1387
W09-3532	772;14936;13902;14934
W09-3533	842;819;3297;14593
W09-3534	13364;1516;9651
W09-3535	11646;6500
W09-3536	8720;9899;11751;10125
W09-3537	7825
W09-3538	1745;3276
W09-3539	4387;7192
W09-3601	2946;2634;2757
W09-3602	2086;2256;2325;1936;2228
W09-3603	1869;1903;3719
W09-3604	9719;12935
W09-3605	3063;2201
W09-3606	13878;2985;1904;3781
W09-3607	11014;544;728
W09-3608	5948;12642
W09-3609	1630;1581;6948
W09-3610	2035;1369;3639
W09-3611	183;6479;13235
W09-3701	3752
W09-3702	3471
W09-3703	10764
W09-3704	1345;13308
W09-3705	12354
W09-3706	14630
W09-3707	1400;9947
W09-3708	15232
W09-3709	1475;11635
W09-3710	15350;13924
W09-3711	4489
W09-3712	1558;7415
W09-3713	1585;11795;7162;1556;1632
W09-3714	8616;8780
W09-3715	676;14630
W09-3716	3492;527;1335;11544
W09-3717	11066;15430
W09-3718	794;1484
W09-3719	2114;1817
W09-3720	1847;12520;2120
W09-3721	2236;2593;12958
W09-3722	14775;5452;12274
W09-3723	1318
W09-3724	1323;1603;1652;1679;2883
W09-3725	14630;635
W09-3726	2887
W09-3727	3977;10654
W09-3728	3603;8116;3615
W09-3729	5198
W09-3730	8116
W09-3731	1818
W09-3732	2895
W09-3733	1933;1551;1955
W09-3734	1941
W09-3735	1955;1551;1731
W09-3736	2068;2681;8576
W09-3737	2109;3342;14610;8299
W09-3738	12522
W09-3739	12780;11638
W09-3740	13256;10652
W09-3741	13677;3944
W09-3742	2202;14471;4371
W09-3743	2248;3615
W09-3744	1338;5124
W09-3801	1839;11804
W09-3802	9771
W09-3803	142;8435
W09-3804	11604;9964;14318
W09-3805	3069;14318
W09-3806	1548;2755;10029
W09-3807	9913;2809;5711;9967
W09-3808	6916;8685
W09-3809	7982
W09-3810	6916;8685;11804
W09-3811	9965;7716;5709
W09-3812	10062;6415;2081;11724
W09-3813	11610
W09-3814	2174;13376
W09-3815	1987;5288
W09-3816	1705;4852;9186
W09-3817	7094;7787
W09-3818	12701;9738;3075
W09-3819	5367;4402
W09-3820	13721;11167
W09-3821	2538;2570
W09-3822	1344;5361
W09-3823	1382;2443;1582
W09-3824	3105;2538;2570
W09-3825	14865;2965
W09-3826	10932
W09-3827	13822;4847
W09-3828	5788;9356;13381
W09-3829	11610;5404
W09-3830	13711
W09-3831	3069;7719
W09-3832	1259;8970;13381
W09-3833	15332;11426;3522
W09-3834	5197
W09-3835	3062;3059;2507
W09-3836	1435;14854;7557
W09-3837	5700
W09-3838	2302;1406
W09-3839	2051;14987;11444
W09-3840	11952;5565;1897
W09-3841	12701;3075
W09-3901	1962;5233;9445
W09-3902	3931;11610;13308
W09-3903	1293;3593
W09-3904	1336
W09-3905	11874;15100;5910
W09-3906	4319;15455;4594;9445;2121
W09-3907	14988;14583;1593;1834
W09-3908	9891;9445
W09-3909	12880;1378;12582
W09-3910	7215;11527
W09-3911	1632;3380;483
W09-3912	2026;10764
W09-3913	3260;2700
W09-3914	1449;1486
W09-3915	1743;1767
W09-3916	1670;8111
W09-3917	1864;6073;4138;9296;6585
W09-3918	2062;1623;8392
W09-3919	14188;1320
W09-3920	3261;1586;1988
W09-3921	2126;2430
W09-3922	22;8450;8111
W09-3923	1322;2005;2052;2089
W09-3924	13635;10988;11248;1664;2030
W09-3925	3343;3582;1821;1331;11705
W09-3926	1517;2662;1610;1700;2864
W09-3927	11473;8401
W09-3928	10982;3326
W09-3929	1346
W09-3930	14795;3326
W09-3931	14181
W09-3932	4138;1311;6073;9296;8648
W09-3933	11692;6249
W09-3934	2533;4876;4205;10597
W09-3935	11692;6249
W09-3936	2696;3386
W09-3937	10960;1632;1585;3380
W09-3938	2818;2665;2765;7141;2876;13179;1228;14670
W09-3939	1925;2961;3276
W09-3940	8401;4814
W09-3941	2427;1891
W09-3942	5618;1873
W09-3943	1840;15100;11874
W09-3944	10960;2366;4876;10597
W09-3945	2102;5618
W09-3946	7516;6483;15448;10103;10175
W09-3947	2197
W09-3948	15540;1386;2805
W09-3949	5453;10948;2895
W09-3950	10834;4497
W09-3951	1457;5453;10948
W09-3952	3514;8392;3866;10677
W09-3953	1637;10448;11055
W90-0101	9051;13747;14519
W90-0102	12160;11834
W90-0103	13979
W90-0104	11194
W90-0105	13970;8021
W90-0106	3711
W90-0107	7568;8763
W90-0108	8021
W90-0109	9206
W90-0110	9006
W90-0111	10459;1143
W90-0112	11058
W90-0113	14268
W90-0114	5458
W90-0115	9439;168;9051
W90-0116	12255
W90-0117	3396
W90-0118	12830
W90-0119	3596;3150
W90-0120	3947;9922
W90-0121	14988
W90-0122	4615
W90-0123	6780;14000
W90-0124	10460;12658
W90-0125	6507;12588;14036
W91-0101	7110
W91-0102	8863;11640
W91-0103	3270
W91-0104	4311
W91-0105	2954
W91-0106	9065
W91-0107	4619
W91-0108	13170
W91-0109	7568;8763;8880;11252
W91-0110	14744
W91-0111	5867
W91-0112	12692
W91-0113	11136
W91-0114	7568;8763
W91-0115	6574
