Hathaway, Chris 2.5477665323536e-05
Wang, Xinhao 3.41442447976958e-05
Godden, Kurt 7.01115143944335e-05
Sangster, Barbara C. 1.98712782087118e-05
MIN, Kyongho 1.98712782087118e-05
Matsubara, Shigeki 2.8755713190661e-05
Boulaknadel, Siham 1.98712782087118e-05
Adriaans, Pieter 1.98712782087118e-05
Kondoh, Yohsuke 1.98712782087118e-05
Suryaganesh 1.98712782087118e-05
Alonso, Laura 1.98712782087118e-05
Hoeppner, Wolfgang 1.98712782087118e-05
Skoumalova, Hana 6.44381711021931e-05
Dong, Zhendong 1.98712782087118e-05
Tamamura, Shiníichi 1.98712782087118e-05
Huggins-Daines, David 3.17044563208462e-05
Hardy, Hilda 4.61255505003041e-05
Yaginuma, Yoshitomo 1.98712782087118e-05
Spranger, Kristina 3.81031265342248e-05
Singer, Harald 1.98712782087118e-05
Naughton, Martina 1.98712782087118e-05
Amsler, Robert A. 0.000257050896036368
Shutoh, Masamichi 2.43798184977703e-05
Bhagat, Rahul 7.94211439280919e-05
Kaggal, Vinod 1.98712782087118e-05
Pa≈üca, Marius 1.98712782087118e-05
Ji, Donghong 7.82689136512572e-05
Piwek, Paul 4.41552309470817e-05
Maung, Zin Maung 1.98712782087118e-05
Nilson, Roslyn 1.98712782087118e-05
Swartout, William 5.11063861283319e-05
Abney, Steven P. 0.00180441421487909
Weeds, Julie 0.000286438086870262
Hsieh, Yu-Ming 1.98712782087118e-05
Fang, Alex Chengyu 1.98712782087118e-05
Lifchits, Andrei 3.23734175251293e-05
Lane, Peter 2.24606861097242e-05
Cidral, Alexandre 1.98712782087118e-05
Chen, Chao-Jan 3.73638841093664e-05
Culy, Christopher 8.20043358930785e-05
Chang, Baobao 1.98712782087118e-05
Chou, Wen-Chi 6.07406171395101e-05
Liu, Xiaoyue 1.98712782087118e-05
Newlands, Alison 1.98904791273072e-05
Song, Peng 1.98712782087118e-05
Chen, Ying-Ju 1.98712782087118e-05
Zhang, Haiqin 1.98712782087118e-05
Firzlaff, Beate 1.98712782087118e-05
Hill, Catherine 3.29150017665672e-05
Ren, Xiaobo 1.98712782087118e-05
De Marcken, Carl G. 0.000855620324799066
Tsuchiya, Masatoshi 3.05136929266102e-05
Bernsen, Niels Ole 2.48090625285867e-05
Allmuallim, Ilussein 2.78510489990131e-05
Josan, Gurpreet Singh 1.98712782087118e-05
Jin, Rong 0.000116796892002009
Krey, J. 1.98712782087118e-05
Fromer, Jeanne C. 0.000289947980504865
Chatelin, P. 9.06920730339941e-05
Imai, Hiroki 1.98712782087118e-05
Tao, Tao 8.35750686906202e-05
Bei, Ben 2.35241554326212e-05
Anthony, Stephen 1.98712782087118e-05
Rowles, Chris 1.98712782087118e-05
Hockey, Beth Ann 0.000276997481805916
Wightman, Colin 0.00014377080877613
Yamaji, Yusuke 1.98712782087118e-05
Wallace, Dorcas 0.000175258423732544
Zackova, Eva 1.98712782087118e-05
Ng, Hwee Tou 0.00116934554904986
Medema, P. 1.98712782087118e-05
Makatchev, Maxim 1.98712782087118e-05
Maier, Holger 3.05783721770253e-05
Tidhar, Dan 0.000129520902678779
Taboada, Maite 2.41806290301937e-05
Van Beek, Peter 8.34562801800743e-05
Shimbo, Masashi 3.28239371124759e-05
Bratt, Elizabeth Owen 0.000187779776433403
Anderson, Barbara B. 3.23755697437654e-05
Eberle, Kurt 2.59093412085837e-05
Reich, Peter A. 2.32237585954609e-05
Onyshkevych, Boyan A. 0.000356621926062751
Aswani, Niraj 3.86588636800606e-05
Masui, Fumito 7.05074664850685e-05
Romary, Laurent 0.000426630972340156
Yang, Charles D. 6.17772830430748e-05
Erkan, Gunes 0.000122080365178228
Liu, Hao 1.98712782087118e-05
Thompson, Cynthia A. 4.04495716126829e-05
Lindberg, Nikolaj 0.000130280315272434
FURUSE, Osamu 1.98712782087118e-05
Subba, Rajen 1.98712782087118e-05
Amsili, Pascal 1.98712782087118e-05
Gomez-Rodriguez, Carlos 1.98712782087118e-05
Stewart, Robin 2.19476203485969e-05
Ooyama, Yoshifumi 0.000110286517735892
Jones, Gareth 1.98712782087118e-05
Peng, Fuchun 0.000332991192368552
Temizsoy, Murat 1.98712782087118e-05
Cao, Guihong 0.000103990458656083
Ryu, Won-He 1.98712782087118e-05
Kuebler, Sandra 1.98712782087118e-05
Kucerova, Ivona 0.00028652681162778
Yoshida, Keiichi 0.000106832512931838
Naulleau, Elie 6.2716104850565e-05
Shoen, Jay 2.22659070563897e-05
Thelen, Michael 0.000237321634831817
Thompson, Paul 4.12504128990491e-05
Witbrock, Michael J. 9.78261824972133e-05
Zhao, Jian 2.27155863717402e-05
Noro, Taichi 1.98712782087118e-05
Neugebauer, Moritz 2.34964358641308e-05
Voutilainen, Atro 0.000671722074714581
Shimohata, Mitsuo 3.99933981900399e-05
Siegel, Eric V. 7.87513747609846e-05
Jingbo, Zhu 1.98712782087118e-05
Costa-juss‡', Marta R. 2.23658101059485e-05
Croft, William 0.00023524863909742
Dupuy, Sylvain 3.31270930162755e-05
Steels, Luc 2.82524791755844e-05
Marrafa, Palmira 1.98904791273072e-05
Rodrigues, Paul 1.98712782087118e-05
Favareto, Chiara 2.50480093610855e-05
Jauhiainen, Krista 3.44705542194816e-05
Kang, Bo-Yeong 1.98712782087118e-05
Huang, Shang-Ming 3.25665770713858e-05
Pullum, Geoffrey K. 0.000684807616438259
Szafron, Duane 1.98712782087118e-05
Langley, Pat 1.98712782087118e-05
V≈©, Xu·∫©n L∆∞∆°ng 1.98712782087118e-05
Gaiffe, Bertrand 3.29327408558368e-05
Mandala, Rila 3.48635843384765e-05
Jaruskulchai, Chuleerat 1.98712782087118e-05
Patil, Ramesh 0.000278444457106928
Shimizu, Tohru 1.98712782087118e-05
Sawai, Susumu 4.02023892377756e-05
Liu, Rey-Long 2.38040186644487e-05
Roberts, Ian 3.2731185711533e-05
YAMABANA, Kiyoshi 1.98712782087118e-05
He, Yulan 1.98712782087118e-05
Bestougeff, Helene 2.64095126764034e-05
Lin, Tracy 1.98712782087118e-05
Bacchiani, Michiel 0.000106241086571125
Bierner, Gann 7.41231569454134e-05
Albrecht, Joshua 4.87417252787702e-05
Snyder, Benjamin 0.000126924994502863
Pinkham, Jessie 5.56941131924806e-05
Manaster Ramer, Alexis 0.000137274151455167
Schwarten, Lasse 1.98712782087118e-05
Meyers, Adam 0.000639605292699197
Pearce, Darren 7.05562440521199e-05
Isard, Stephen 0.000463170276742088
Bai, Shuanhu 4.92464511624079e-05
OrƒÉsan, Constantin 0.000116578162108457
Costa-juss‡, Marta R. 1.98712782087118e-05
Ando, Sachiko 1.98712782087118e-05
Ucoluk, Gokturk 2.22322111592215e-05
Pala, Kiran 1.98712782087118e-05
Blair-Goldensohn, Sasha 6.85514902306877e-05
Brenier, Jason M. 3.72262043445678e-05
Zhu, Xiaodan 3.08210054865699e-05
MartÌ, M. Antonia 1.98712782087118e-05
Sasaki, Minoru 2.36605937653973e-05
Decrozant, Lisa 1.98712782087118e-05
Tsai, Shih-Chung 0.00011763731941028
Qi, Haoliang 2.45451442194748e-05
Ailomaa, Marita 1.98712782087118e-05
Millward, Scott 2.36988786491404e-05
Beaven, John L. 0.000135970579134226
Yao, Tianshun 1.98712782087118e-05
Kelly, Robert 2.34964358641308e-05
Drossaers, Marc F. J. 1.98712782087118e-05
Hu, Xiaoguang 1.98712782087118e-05
Ule, Tylman 2.5537482967121e-05
Lee, Chong Min 8.74362670850255e-05
Akiva, Navot 2.14903378475045e-05
Matsunaga, Shoichi 2.40618786921481e-05
Des Tombe, Louis 0.000265429355691257
Berger, Daniela 2.32514816368549e-05
Binot, Jean-Louis 0.000465909059219099
Genthial, Damien 4.05164139063235e-05
Stuckardt, Roland 3.37848851960937e-05
Carrrera, Jordi 1.98712782087118e-05
Stuhrenberg, Maik 2.81248254969533e-05
Sun, Ying 1.98712782087118e-05
Hou, Wen-Juan 2.82887580763965e-05
Huang, Zhiheng 1.98712782087118e-05
Huang, James 2.63147395966546e-05
Gillett, John R. 0.000641831782545318
Zweigenbaum, Pierre 7.59827898175888e-05
Ward, Arthur 1.98712782087118e-05
Wolters, Maria 4.45122831630883e-05
Fernandez, Izaskun 2.2553262518111e-05
Rossi, Piercarlo 1.98712782087118e-05
Kaji, Nobuhiro 4.27411778477649e-05
Good, Jeff 5.31559979835357e-05
Markert, Katja 0.000179380222739827
Nishimoto, Takuya 2.40402352414565e-05
Letourneau, Sylvain 1.98712782087118e-05
Rus, Vasile 0.00037448998669045
Morris, Jane 0.000714455031025134
Kitano, Hiroaki 5.68345490010644e-05
Tanenblatt, Michael 8.63119480539652e-05
Carvalho, Vitor R. 4.51437888317809e-05
Reiter, Raymond 2.93671858286746e-05
Tsoi, Wing Fu 1.98712782087118e-05
Gallardo, Ascension 2.31089906895817e-05
Wagner, Joachim 2.16470773810917e-05
Paolucci, Massimo 0.000126565347512939
Naseem, Tahira 1.98712782087118e-05
Gu, Baohua 2.86560410905013e-05
Daniel, Naomi 3.03117538732114e-05
Narayanan, Ajit 4.63616919074928e-05
Puscasu, Georgiana 2.66279892543332e-05
Lamping, John 0.000387237327399989
Zelinsky-Wibbelt, Cornelia 4.54641253473358e-05
Petrova, Milena 4.13035514014497e-05
Bies, Ann 0.000762908083650685
Zabokrtsky, Zdenek 5.20472155632933e-05
Rosenberg, A. E. 7.5207777271386e-05
Weise, David 2.95623224077489e-05
Cabrero, David 3.51080643890466e-05
Zarrella, Guido 1.98712782087118e-05
Vossen, Piek 9.52663578331498e-05
Silva, Georgette 2.99287193689589e-05
Patel, Chirag 1.98712782087118e-05
Urena-Lopez, L. Alfonso 2.17687137125016e-05
Nie, Jiazhong 1.98712782087118e-05
Morrill, Glyn 9.36290858192199e-05
Nikitina, Tatiana 3.60725311015254e-05
Zhu, Xiaojin 8.13661940016184e-05
Fahmi, Ismail 4.47845432355106e-05
Gasser, Michael 3.33347506679421e-05
Morie, Paul 4.41916260235339e-05
Mehta, Rahul 4.95554180774735e-05
Takechi, Mineki 2.53822351589535e-05
Verleg, Andre 7.40549060826101e-05
Bunescu, Razvan C. 0.000354707499261939
Zheng, Jiaheng 1.98712782087118e-05
Dharmanolla, Chitti 2.07648787367624e-05
Fulford, Heather 2.19324744714193e-05
Kogure, Kiyoshi 0.000151209193641808
Flickinger, Daniel P. 0.00144620723431964
Oard, Douglas W. 6.98916948493346e-05
Fox, Edward A. 0.000229308279794956
Wang, Danmei 1.98712782087118e-05
Mey, Jacob 3.16373292944027e-05
Fernandes, Graca 1.98712782087118e-05
Yakhnenko, Oksana 1.98712782087118e-05
DÌaz de Ilarraza, Arantza 1.98712782087118e-05
Falcone, Rino 7.28242667337757e-05
Youd, Nick J. 5.77034906835607e-05
Lin, Chih-Lung 1.98712782087118e-05
Young, Robert 1.98712782087118e-05
Kim, Deok-Bong 6.84722450785015e-05
Joanis, Eric 0.000141831966310533
Della Rocca, Michelangelo 5.68099746528034e-05
Cederberg, Scott 5.18518437590963e-05
Dyer, Chris 0.000252935516993241
Huang, Jin-Xia 5.71199561397713e-05
Eriksson, Gunnar 4.57929461722826e-05
Cook, Malcolm E. 6.13837005139537e-05
Sogaard, Anders 1.98712782087118e-05
Ganev, Hristo 2.30438404687635e-05
Avram, Dana 1.98712782087118e-05
Loper, Edward 0.000175816469573834
Li, Chunping 1.98712782087118e-05
Zhu, Wei-Zhong 1.98904791273072e-05
Messick, Steven L. 7.6094503164098e-05
Dalli, Angelo 1.98712782087118e-05
Gordon, Steven A. 6.17719141981363e-05
Singh, Satinder 6.34281492938427e-05
Troutt, Audrey 1.98712782087118e-05
King, Tracy Holloway 0.000542170575447705
Alexandrov-Kabadjov, Mijail 2.83481780856365e-05
Sekine, Satoshi 0.000792173165210511
Lafourcade, Mathieu 2.90519550320545e-05
Lin, Chin-Yew 3.24722694893855e-05
Kumano, Akira 0.000111287414043445
Taira, Hirotoshi 3.10880815276758e-05
Zhou, Zheng-Yu 1.98712782087118e-05
Hamada, T. 2.27975198666638e-05
Matsuo, Yutaka 5.69150313786401e-05
Cerbah, Farid 3.78444997464041e-05
Hajlaoui, Najeh 1.98712782087118e-05
Evans, Chris 2.36333016419661e-05
Chen, Xiao 1.98712782087118e-05
Wiersma, Wybo 2.54587455199602e-05
Dayang, Shen 9.56690361706251e-05
Li, Zhou-Jun 1.98712782087118e-05
Stroppa, Nicolas 3.54367909341802e-05
Marton, Yuval 3.53726943477435e-05
Farrell, Kim 3.72716287734521e-05
Lamjiri, Abolfazl 4.81290203560035e-05
Crane, Gregory 4.18889752664202e-05
Nakao, Yukie 3.51627311607694e-05
Moens, Marie-Francine 2.04833574799681e-05
Dale, Robert 0.000309861313100966
Boston, Marisa Ferrara 1.98712782087118e-05
Kashiwagi, Masayo 1.98712782087118e-05
Golding, Andrew 0.000457995674816673
GuoDong, Zhou 1.98712782087118e-05
Doyon, Jennifer B. 1.98712782087118e-05
Zeman, Daniel 7.60811534260496e-05
Honarpisheh, Mohamad Ali 1.98712782087118e-05
Kong, Tang Enya 1.98712782087118e-05
Matusov, Evgeny 0.000259020364283981
Van Kuppevelt, Jan 1.98712782087118e-05
Pavlina, Fragkou 3.00203922846836e-05
Joshi, Sachindra 1.98712782087118e-05
Plank, Barbara 1.98712782087118e-05
Huang, Zezhen 9.53695857283109e-05
Karamuftuoglu, Murat 1.98712782087118e-05
Yuura, Katsuhiko 3.64418676182579e-05
Kim, Grace 0.000648553868860954
Prasad, Surendra 2.53701375743702e-05
Chang, Andrew 1.98712782087118e-05
Benajiba, Yassine 1.98712782087118e-05
Tan, Yee Fan 1.98712782087118e-05
Wu, Zhenyu 1.98712782087118e-05
Glass, James R. 0.000393856209659269
Balakrishnan, Sreeram 1.98712782087118e-05
Derr, Marcia A. 0.000179343338403533
Daille, BËatrice 1.98712782087118e-05
Haller, Johann 1.98712782087118e-05
Hearne, Mary 5.18181842701416e-05
Berry-Rogghe, Genevieve 1.98712782087118e-05
Koktova, Eva 5.53080206224712e-05
Pylkkonen, Janne 4.51394002496223e-05
Fukushima, Ken'ichi 1.98712782087118e-05
Trandabat, Diana Marie 2.32237585954609e-05
Smith, David A. 0.000393562560339853
Priya, Ritwik 1.98712782087118e-05
Heuvel, Henk van den 1.98712782087118e-05
Whitelaw, Casey 3.86294160652724e-05
Kannan, Ashvin 0.000175332318337972
Stevenson, Rosemary 5.64662099571292e-05
Illouz, Gabriel 1.98904791273072e-05
Ginter, Filip 4.78756753405071e-05
De Angeli, Antonella 5.00729808074354e-05
Chaudhuri, B. B. 1.98712782087118e-05
Hewavitharana, Sanjika 1.98712782087118e-05
Latecki, Longin 2.40618786921481e-05
Wang, Wei 0.000333421278618286
Wright, Nick 1.98712782087118e-05
Borissova, Elena 1.98712782087118e-05
Liu, Mary Xiaoyong 1.98712782087118e-05
Reyle, Uwe 8.32797893278514e-05
Krenn, Brigitte 0.000245572798501244
Filippova, Katja 3.16096271739652e-05
Banerjee, Satanjeev 0.000256479527416029
Cuda, Thomas V. 0.000164585495524835
Srinivasan, Padmini 3.93498515699973e-05
Grabowski, Joachim 6.33631450073318e-05
Wang, Shilong 2.92378511565154e-05
Chavarria, Sandra 2.24835631844282e-05
Ayache, Christelle 1.98712782087118e-05
Huber, Edmund 1.98712782087118e-05
Johnson, Neil 3.20358770941933e-05
Frelling, Michael J. 2.82524791755844e-05
Rolf, P. C. 1.98712782087118e-05
Yongyuth, Panita 1.98712782087118e-05
Fowkes, Helene 2.34360443028931e-05
Cai, Lianhong 1.98712782087118e-05
Hirasawa, Jun-Ichi 3.97420382597664e-05
Wutiwiwatchai, Chai 1.98712782087118e-05
Venkatapathy, Sriram 6.09488928844999e-05
Mairesse, FranÁois 3.72989297888011e-05
Robertson, Judy 3.41110879131931e-05
He, Liang 1.98712782087118e-05
Engelkamp, Judith 2.81423276218119e-05
Emele, Martin C. 0.000266929717788753
Okajima, Atsushi 4.71839634089307e-05
Bouayad-Agha, Nadjet 9.11631033805688e-05
Streit, Michael 1.98712782087118e-05
Kouylekov, Milen 8.08993826897634e-05
Jiang, Zixin 0.000118072116908355
Petruck, Miriam R. L. 3.45229755490401e-05
Pharies, Stefan 1.98712782087118e-05
Kitt, Chunyu 3.72767796819885e-05
Adcock, John E. 1.98712782087118e-05
Lang, Bernard 0.000219200494218424
Saric, Jasmin 2.94177717032475e-05
M‡rquez, Lluis 0.000695062890564621
Wong, Kam-Fai 6.73783145835898e-05
Saiz-Noeda, Maximiliano 2.19711035032303e-05
Al-Basoumy, Husein 1.98712782087118e-05
Finin, Timothy W. 0.000132740007844241
Nenkova, Ani 0.000286977824403714
Borkovsky, Arkady 0.000107733240107174
Weikum, Gerhard 2.49152123099532e-05
Fisher, David 0.000456136212811094
Yli-Jyra, Anssi 1.98712782087118e-05
Hellwig, Peter 0.00016311548617399
Havasi, Catherine 3.95289722026688e-05
Argamon, Shlomo 0.000204943948638165
Collier, Alex 1.98712782087118e-05
Hore, Campbell 1.98712782087118e-05
Damrongrat, Chaianun 1.98712782087118e-05
Torres Martins, AndrÈ Filipe 1.98712782087118e-05
Hamza, Oana 2.99390245973209e-05
Noel, J. 0.000109757600504929
Li, Minghui 4.24612837838351e-05
Tsuzuki, Takashi 2.54684487952798e-05
Turcato, Davide 2.61882859764857e-05
Engdahl, Elisabet 4.42157259570464e-05
Sizov, Victor 4.61455269979122e-05
Erk, Katrin 9.59637212770125e-05
Keane, John 1.98712782087118e-05
Weerasinghe, Ruvan 1.98712782087118e-05
Pedersen, Bolette Sandford 3.67820780008632e-05
Jang, Myung-Gil 2.74829133818745e-05
Satou, Kenji 2.21138766771035e-05
Amoia, Marilisa 2.34254079229523e-05
Tsukahara, Nobuyuki 8.5340160163793e-05
Rohwer, Richard 2.9160125603129e-05
Kersey, Cynthia 1.98712782087118e-05
Arrieta, Bertol 1.98712782087118e-05
Ney, H. 1.98712782087118e-05
Buscaldi, Davide 2.40052782711449e-05
Taylor, Lita 4.55312667476859e-05
Nielsen, Leif Arda 2.12908613063651e-05
Cocke, John 0.00263554437287648
Niklfeld, Georg 1.98712782087118e-05
Reiter, Ehud 0.000656525995753119
Bogers, Toine 4.96621448166727e-05
Goldlust, Eric 9.10224864062255e-05
Grenander, Ulf 9.63885960177819e-05
Zhang, Yitao 1.98712782087118e-05
Fasciano, Massimo 8.80309489172449e-05
Kume, Masako 0.000132582585649361
Sangal, Rajeev 2.44894098583521e-05
Taylor, Sarah M. 1.98712782087118e-05
Aronoff, Mark 0.000106334376305828
Li, Xiang-Bing 1.98712782087118e-05
Hal·csy, PÈter 1.98712782087118e-05
Freedman, Reva 2.35030400795342e-05
Domingos, Pedro 1.98712782087118e-05
Filisko, Edward 1.98712782087118e-05
Hedberg, Nancy 4.21054094859329e-05
Lorenzo, Jose 2.79149766046409e-05
Monachini, Monica 4.32013268786887e-05
Hunter, Phillip 3.25939263410146e-05
Cohen, Jordan R. 5.95392492679372e-05
Mao, Yu Hang 2.73024510122654e-05
Howard, Tom 2.54576563839478e-05
Walker, Elbert 7.77987831767466e-05
Ho, Tu Bao 2.34744131687346e-05
Dakka, Wisam 1.98712782087118e-05
Riloff, Ellen 0.00139055567086203
Farrar, David S. 0.000118589200274536
Boullier, Pierre 5.02223970808456e-05
Mertineit, O. 2.98843690259484e-05
Oepen, Stephan 0.000264411622473216
Roth, Bob 5.95392492679372e-05
Charoenporn, Thatsanee 7.21195085025071e-05
Chang, Jyun-Sheng 1.98712782087118e-05
Anaya-Sanchez, Henry 1.98712782087118e-05
Shaw, Erin 2.76704933119533e-05
Chen, Hongbiao 4.87293824467873e-05
Roukos, Salim 0.0037933445858519
Davidson, James 0.000136012272168293
Pani, Bruno 1.98712782087118e-05
Kietz, Jorg-Uwe 1.98712782087118e-05
Moulin, Bernard 1.98712782087118e-05
Sherertz, David D. 0.000156195503076757
Helman, Vera 9.53695857283109e-05
Greiner, Russell 4.307112692883e-05
Agerri, Rodrigo 1.98712782087118e-05
Caruana, Rich 5.68963532320675e-05
Wu, Chien-Cheng 1.98712782087118e-05
Renger, Bernard 4.60766667596616e-05
Xinzhi, Chang 1.98712782087118e-05
Hara, Masami 1.98712782087118e-05
Dirix, Peter 1.98712782087118e-05
Baldwin, Breck 0.000396774284777886
Flournoy, Raymond 3.73865220052739e-05
Ladefoged, Peter 2.46605359040676e-05
Brown, Gretchen P. 6.25231691593594e-05
Kariya, Cheryl 2.82524791755844e-05
Chang, Bao-Bao 2.31215429626879e-05
Dayanidhi, Krishna 3.25939263410146e-05
Lin, Chi-San Althon 2.56359076035664e-05
Mitchell, Jeff 2.12000477094522e-05
Inui, Nobuo 1.98712782087118e-05
Ferres, Daniel 1.98712782087118e-05
Tomaso, Vittorio Di 1.98712782087118e-05
Petrelli, Daniela 3.58441298352102e-05
Strutz, Robert 1.98712782087118e-05
Thornell, Christina 1.98712782087118e-05
Gammon, Edward 2.40618786921481e-05
Gopalakrishnan, P. S. 4.14653132417751e-05
Morris, Angela 1.98712782087118e-05
L√™, H·ªìng Ph∆∞∆°ng 1.98712782087118e-05
Whittemore, Greg 0.000320750335987353
Van Der Linden, Erik-Jan 3.56136675504497e-05
Miyazaki, Masaru 1.98712782087118e-05
Borkowski, Casimir 1.98712782087118e-05
Fedder, Lee 1.98712782087118e-05
Yamada, Hiroshi 3.80629052323611e-05
Molina-Salgado, Hugo 1.98712782087118e-05
Singh, Akshay 1.98712782087118e-05
Lua, Kim-Teng 3.91623095820199e-05
Kilgour, Jonathan 6.75271869335162e-05
Barthelemy, Francois 4.722569000947e-05
Chin, David N. 6.77006669876089e-05
Sutaria, Komal 2.3211996549799e-05
Kim, Hiongun 5.84932382534055e-05
Pucher, Michael 1.98712782087118e-05
Nenadic, Goran 8.75873757771625e-05
Magerman, David M. 0.0025123139988077
Lai, Tom Bong-Yeung 7.29895970666528e-05
Urkia, Miriam 4.89843547290075e-05
Eiichiro, SUMITA 1.98712782087118e-05
Van Den Bosch, Antal 0.000368895575278888
Navigli, Roberto 0.000173738341620852
Marchetti, Andrea 1.98712782087118e-05
Nielsen, Rodney D. 2.65599268389683e-05
Sharifi, Mehrbod 1.98712782087118e-05
Iwakura, Tomoya 3.47884554938387e-05
Guegan, Marie 1.98712782087118e-05
Yue, Ming 1.98712782087118e-05
LaCivita, Jeremy 5.33256368615855e-05
Lee, Yong-Hun 1.98712782087118e-05
Xiang, Bing 0.000102701625245054
WILSON, William H. 1.98712782087118e-05
Broker, Norbert 0.000165301953260561
McLauchlan, Mark 2.80244625486033e-05
Przybocki, Mark A. 0.00028854040939438
Lv, Yuanhua 3.73690561325955e-05
Wang, Mengqiu 4.8471030925075e-05
Friburger, Nathalie 1.98712782087118e-05
Sanders, Greg 1.98712782087118e-05
Harper, Mary P. 0.000299312200883822
Cushing, Steven 3.70645252374492e-05
Airola, Antti 1.98904791273072e-05
Ogura, Kentaro 7.40593601188718e-05
Mayor, Aingeru 1.98712782087118e-05
Tuda, Hirosi 9.05333360843822e-05
Roche, Emmanuel 0.000251342447393861
Brockett, Chris 0.000202877748667892
Branavan, S.R.K. 1.98712782087118e-05
Riddoch, Chris 4.70377792843638e-05
Bonnema, Remko 8.94254055307861e-05
Rui-Yu, Ni 2.19176111510858e-05
Wong, Daniel 0.000421873821090405
Endres-Niggemeyer, Brigitte 3.5653275022331e-05
Tokuhisa, Masato 1.98712782087118e-05
Gibson, Edward 0.000152624469655092
Krek, Simon 1.98712782087118e-05
Downey, Doug 7.68561946730339e-05
Botley, Simon 4.20250199003086e-05
Lee, Yoon Hee 2.15475184020863e-05
Saito, Teruka 8.37425555327136e-05
Monteil, Marie-Gaelle 3.3465093947923e-05
Strauss, M. 0.000740651455746999
Yu, George 4.14178617328565e-05
Qingshi, Gao 1.98712782087118e-05
Gronqvist, Leif 1.98712782087118e-05
Brewster, Christopher 2.48840716435308e-05
Snyder, Kieran 2.38205583689091e-05
Raman, Anand 3.48379872778905e-05
Hsieh, Shu-Kai 2.64974810713071e-05
Betz, Jonathan 5.8940118618637e-05
Ramanathan, Ananthakrishnan 1.98712782087118e-05
Holm, Jenny 4.48938122579003e-05
